"Member Name & ID","Sponsored member & prefix","Reference Visibility","Total Backfile DOIs","Total Current DOIs","Deposits Backfile References","Deposits Current References"
"Amisos (ID 28188)","Amisos10.48122","open","0","37","false","true"
"Amp Complect Limited (ID 17605)","Amp Complect Limited10.32464","open","30","5","true","true"
"AMPCo (ID 3677)","Australasian Medical Publishing Co. Pty. Ltd.10.5694","open","148802","784","true","true"
"AMPCo (ID 3677)","Australasian Medical Publishing Co. Pty. Ltd.10.5694","open","148802","784","true","true"
"Amsterdam University Press (ID 3180)","Amsterdam University Press10.5117","open","17620","4203","true","true"
"Anadolu Ogretmen Dergisi (ID 20724)","Anadolu Ogretmen Dergisi10.35346","open","18","35","true","true"
"Anadolu Universitesi Egitim Fakultesi Dergisi (ID 19991)","Anadolu Universitesi Egitim Fakultesi Dergisi10.34056","open","13","53","true","true"
"Anadolu University (ID 29496)","Acikogretim Uygulamalari ve Arastirmalari Dergisi, Anadolu University10.51948","open","0","65","false","true"
"Anadolu University (ID 29496)","Anadolu Universitesi Hukuk Fakultesi Dergisi10.54699","open","0","65","false","true"
"Anadolu University (ID 29496)","Anadolu Universitesi Iktisat Fakultesi10.54737","open","0","65","false","true"
"Anadolu University (ID 29496)","Journal of Anadolu University Faculty of Economics and Administrative Sciences, Anadolu University10.53443","open","0","65","false","true"
"Anadolu University (ID 29496)","Journal of Tourism, Leisure and Hospitality, Anadolu University10.48119","open","0","65","false","true"
"Anadolu ve Balkan Arastirmalari Dergisi (ID 18359)","Anadolu ve Balkan Arastirmalari Dergisi10.32953","open","29","27","true","true"
"Anadolu, Ankara University (ID 22974)","Anadolu, Ankara University10.36891","open","461","9","false","true"
"Anapub Publications (ID 31881)","Anapub Publications10.53759","open","0","105","false","true"
"ANASAY (ID 19029)","ANASAY10.33404","open","28","92","true","true"
"Anatolian Current Medical Journal (ID 25131)","Anatolian Current Medical Journal10.38053","open","25","142","true","true"
"Anatolian Journal of Botany (ID 12070)","Anatolian Journal of Botany10.30616","open","39","45","true","true"
"Anatolian Science - Bilgisayar Bilimleri Dergisi (ID 31149)","Anatolian Science - Bilgisayar Bilimleri Dergisi10.53070","open","0","54","false","true"
"Anderson Publishing, Ltd. (ID 23686)","Anderson Publishing, Ltd.10.37549","open","1619","176","true","true"
"Andover House Inc (ID 18689)","Andover House Inc10.33218","open","51","43","true","true"
"Angarsk State Technical University (ID 22603)","Angarsk State Technical University10.36629","open","407","819","false","true"
"Ankara Avrupa Calismalari Dergisi (ID 17598)","Ankara Avrupa Calismalari Dergisi10.32450","open","401","63","true","true"
"Ankara Barosu Dergisi (ID 12367)","Ankara Barosu Dergisi10.30915","open","69","49","true","true"
"Ankara Dis Hekimleri Odasi (ID 33142)","Ankara Dis Hekimleri Odasi10.54617","open","0","30","false","true"
"Ankara Haci Bayram Veli University (ID 20255)","Akdeniz Havzasi ve Afrika Medeniyetleri Dergisi10.54132","open","45","148","true","true"
"Ankara Haci Bayram Veli University (ID 20255)","Ankara Haci Bayram Veli Universitesi Turizm Fakultesi10.55931","open","45","148","true","true"
"Ankara Haci Bayram Veli University (ID 20255)","Ankara Haci Bayram Veli University10.34246","open","45","148","true","true"
"Ankara Haci Bayram Veli University (ID 20255)","Bankacilik ve Finansal Arastirmalar Dergisi10.55026","open","45","148","true","true"
"Ankara Sosyal Bilimler Universitesi (ID 28978)","Ankara Sosyal Bilimler Universitesi ATEBE Dergisi10.51575","open","0","26","false","true"
"Ankara Sosyal Bilimler Universitesi (ID 28978)","Ankara Sosyal Bilimler Universitesi Uluslararasi Islam Ekonomisi ve Finansi Uygulama ve Arastirma Merkezi (ULIFAM)10.55237","open","0","26","false","true"
"Ankara Sosyal Bilimler Universitesi (ID 28978)","Bilisim Hukuku Dergisi10.55009","open","0","26","false","true"
"Ankara Universitesi Dil ve Tarih Cografya Fakultesi Sihhiye (ID 20500)","Ankara Üniversitesi Dil ve Tarih-Cografya Fakültesi Dergisi10.53381","open","708","104","true","true"
"Ankara Universitesi Dil ve Tarih Cografya Fakultesi Sihhiye (ID 20500)","Tarih Arastirmalari Dergisi10.35239","open","708","104","true","true"
"Ankara Universitesi Eczacilik Fakultesi Dergisi (ID 19143)","Ankara Universitesi Eczacilik Fakultesi Dergisi10.33483","open","544","105","true","true"
"Ankara Universitesi Egitim Bilimleri Fakultesi Dergisi (ID 16058)","Ankara Universitesi Egitim Bilimleri Fakultesi Dergisi10.30964","open","1393","70","true","true"
"Ankara Universitesi Hukuk Fakultesi Dergisi (ID 19381)","Ankara Universitesi Hukuk Fakultesi Dergisi10.33629","open","1919","114","true","true"
"Ankara Universitesi Ilahiyat Fakultesi Dergisi (ID 18773)","Ankara Universitesi Ilahiyat Fakultesi Dergisi10.33227","open","1392","21","true","true"
"Ankara Universitesi ilef Dergisi (ID 10578)","Ankara Universitesi ilef Dergisi10.24955","open","95","41","true","true"
"Ankara Universitesi Siyasal Bilgiler Fakultesi (ID 19378)","Ankara Universitesi Siyasal Bilgiler Fakultesi10.33630","open","2625","94","true","true"
"Ankara University (ID 31364)","Anadolu (Anatolia)10.54898","open","985","180","false","true"
"Ankara University (ID 31364)","Ankara Anadolu ve Rumeli Arastirmalari Dergisi10.53838","open","985","180","false","true"
"Ankara University (ID 31364)","Ankara University - Faculty of Language and History-Geography10.33171","open","985","180","false","true"
"Ankara University (ID 31364)","Ankara University Faculty of Dentistry10.52037","open","985","180","false","true"
"Ankara University (ID 31364)","Ataturk Yolu Dergisi, Ankara Universitesi Turk Inkilap Tarihi Enstitusu10.46955","open","985","180","false","true"
"Ankara University (ID 31364)","Communications Faculty of Sciences University of Ankara Series C Biology10.53447","open","985","180","false","true"
"Ankara University (ID 31364)","Türkoloji Dergisi10.53372","open","985","180","false","true"
"Ankara University Faculty of Dentistry (ID 29296)","Ankara University Faculty of Dentistry10.52037","open","0","32","false","true"
"Ankara Yildirim Beyazit Universitesi (ID 28218)","Ankara Yildirim Beyazit Universitesi Turkiye Saglik Bilimleri ve Arastirmalari Dergisi10.51536","open","0","18","false","true"
"Ankara Yildirim Beyazit Universitesi (ID 28218)","Kulliye, Ankara Yildirim Beyazit University10.48139","open","0","18","false","true"
"Ankara Yildirim Beyazit Universitesi (ID 28218)","Ticaret ve Fikri Mulkiyet Hukuku Dergisi10.55027","open","0","18","false","true"
"Ankara Yildirim Beyazit Universitesi Turkiye Saglik Bilimleri ve Arastirmalari Dergisi (ID 28943)","Ankara Yildirim Beyazit Universitesi Turkiye Saglik Bilimleri ve Arastirmalari Dergisi10.51536","open","0","23","false","true"
"Ankara Yildirim Beyazit Universitesi Turkiye Saglik Bilimleri ve Arastirmalari Dergisi (ID 28943)","Ankara Yildirim Beyazit Universitesi Turkiye Saglik Bilimleri ve Arastirmalari Dergisi10.51536","open","0","23","false","true"
"Annals of Laboratory Medicine (ID 27150)","Korean Society for Laboratory Medicine10.3343","open","1343","255","true","true"
"Annals of Surgical Hepatology (ID 6775)","Annals of Surgical Hepatology10.16931","open","262","134","true","true"
"Annals of Tropical Medicine, Visayas State University (ID 18225)","Annals of Tropical Medicine, Visayas State University10.32945","open","314","42","true","true"
"ANO &quot;National Research Institute for the Development of Communications&quot; (ID 31767)","ANO ""National Research Institute for the Development of Communications""10.53658","open","0","16","false","true"
"ANO -Perspective of Oncology (ID 24698)","ANO -Perspective of Oncology10.37748","open","0","67","false","true"
"ANO Editorial Board Melioration and Water Management (ID 18368)","ANO Editorial Board Melioration and Water Management10.32962","open","0","146","false","true"
"ANPOCS (ID 6966)","ANPOCS10.17666","open","24","18","false","true"
"ANPTUR - Associacao Nacional de Pesquisa e Pos Graducao em Turismo (ID 4609)","ANPTUR - Associacao Nacional de Pesquisa e Pos Graducao em Turismo10.7784","open","360","105","true","true"
"ANSF Publications (ID 16057)","ANSF Publications10.31018","open","1814","346","true","true"
"Ansgar University College (ID 30940)","Ansgar University College10.53311","open","51","13","true","true"
"Ant Publishing (ID 16464)","Ant Publishing10.31491","open","58","141","true","true"
"Antalya Bilim University (ID 33593)","Antalya Bilim University10.54969","open","0","3","false","true"
"Antalya Il Milli Egitim Mudurlugu (ID 23462)","Antalya Il Milli Egitim Mudurlugu10.37215","open","8","29","false","true"
"Anthropological Society of Nippon (ID 438)","Anthropological Society of Nippon10.1537","open","5683","60","true","true"
"Antibiyotik ve Kemoterapi Dernegi (ID 33589)","Antibiyotik ve Kemoterapi Dernegi10.54962","open","236","34","false","true"
"Antiquity Publications (ID 5856)","Antiquity Publications10.15184","open","1251","512","true","true"
"Antropoloji (ID 19354)","Antropoloji10.33613","open","387","51","true","true"
"ANU Press (ID 9752)","ANU Press10.22459","open","7254","1462","true","true"
"AOSIS (ID 2580)","AOSIS10.4102","open","30196","4765","true","true"
"AOTA Press (ID 2927)","AOTA Press10.32998","open","8722","1239","true","true"
"AOTA Press (ID 2927)","AOTA Press10.7139","limited","8722","1239","true","true"
"AOTA Press (ID 2927)","AOTA Press10.5014","limited","8722","1239","true","true"
"AOTA Press (ID 2927)","AOTA Press (AOTA Continuing Education)10.7140","limited","8722","1239","true","true"
"AOTA Press (ID 2927)","AOTA Press (AOTA Special Interest Section Quarterlies)10.7145","limited","8722","1239","true","true"
"AOTA Press (ID 2927)","AOTA Press (OT Practice Magazine)10.7138","limited","8722","1239","true","true"
"Aperio Press (ID 18251)","Aperio Press10.32881","open","11","31","true","true"
"APMEP - Associacao Portuguesa dos Mercados Publicos (ID 32756)","APMEP - Associacao Portuguesa dos Mercados Publicos10.54611","open","16","9","true","true"
"Aprender en Red (ID 33037)","Aprender en Red10.54541","open","0","14","false","true"
"APUB Publishing (ID 25014)","APUB Co. Ltd10.31528","open","3","0","true","false"
"Aquilon Ltd (ID 32150)","Aquilon Ltd10.21267","open","0","102","false","true"
"Arabian Gulf University (ID 29079)","Arabian Gulf University10.51758","open","6","0","true","false"
"Arabic Researcher ID (ID 22749)","Arabic Researcher ID10.36772","open","1","204","false","true"
"Arachnological Society of Japan (ID 1314)","Arachnological Society of Japan10.2476","open","1078","41","true","true"
"Arachnologische Mitteilungen (ID 15937)","Arachnologische Mitteilungen10.30963","open","64","62","true","true"
"Archaeopress Publishing Ltd (ID 26266)","Archaeopress Publishing Ltd10.32028","open","41","267","true","true"
"Archeologicky ustav AV CR, Brno, v. v. i. (ID 26944)","Archeologicky ustav AV CR, Brno, v. v. i.10.47382","open","0","31","false","true"
"Architectural Institute of Japan (ID 1683)","Architectural Institute of Japan10.3130","open","46274","1839","true","true"
"Archivos de historia del movimiento obrero y la izquierda (ID 26073)","Archivos de historia del movimiento obrero y la izquierda10.46688","open","222","77","false","true"
"Archivum Anatolicum, Ankara University (ID 26425)","Archivum Anatolicum, Ankara University10.46931","open","158","34","false","true"
"Armacost Library (ID 11255)","Armacost Library10.26716","open","6","4","true","true"
"Armed Forces Academy of General Milan Rastislav Stefanik (ID 30264)","Armed Forces Academy of General Milan Rastislav Stefanik10.52651","open","0","36","false","true"
"Armenian Genocide Museum-Institute Foundation (ID 28504)","Armenian Genocide Museum-Institute Foundation10.51442","open","9","42","true","true"
"Armenian Journal of Mathematics, Institute of Mathematics, NAS RA (ID 30636)","Armenian Journal of Mathematics, Institute of Mathematics, NAS RA10.52737","open","0","11","false","true"
"Armenian Journal of Mathematics, Institute of Mathematics, NAS RA (ID 30636)","Armenian Journal of Mathematics, Institute of Mathematics, NAS RA10.52737","open","0","11","false","true"
"Armenian National Agrarian University (ID 29969)","Armenian National Agrarian University10.52276","open","0","107","false","true"
"Armenian Psychiatric Association (ID 34278)","Armenian Psychiatric Association10.55436","open","0","9","false","true"
"Armenian State Institute of Physical Culture and Sport (ID 31154)","Armenian State Institute of Physical Culture and Sport10.53068","open","0","40","false","true"
"Art and Possibility Consulting (ID 21446)","Art and Possibility Consulting10.35937","open","3","1","false","true"
"Art History Association of Korea (ID 16033)","Art History Association of Korea10.31065","open","322","51","true","true"
"Artium, Hasan Kalyoncu University (ID 29104)","Artium, Hasan Kalyoncu University10.51664","open","0","18","false","true"
